x0,x1,alvos
-2.3729768087512526,9.808842937623577,0
-4.438177504526223,9.235846758437086,0
-2.389615984947581,8.410115343258882,0
0.0504424265347696,6.6717807687713195,0
-3.612506704133314,10.874207414219368,0
-0.7796696761734117,7.291251546782995,0
-4.103020881730867,9.25051961124127,0
-3.07551586200007,10.32102684455916,0
-3.7164184808523926,7.557259792853043,0
-2.301380512031332,9.476666983872926,0
-3.783962079524076,9.58259704496054,0
-4.579099022068389,8.339541093109155,0
-3.598826513678203,7.319521686595972,0
-3.4491015738562347,8.62781230875151,0
-2.120296859778996,8.552187391698741,0
-3.499794259203764,8.62862311821473,0
-3.4793899465245754,8.412177675896878,0
-3.62151418894645,8.942855700924161,0
-3.8903899159595134,9.465123750213127,0
-4.283424011493663,8.150473078124671,0
-1.8911553024023586,9.630829269292972,0
-2.887520716621165,9.925049192790242,0
-2.2086062026376982,9.430023979594692,0
-1.1194645748526688,9.964281360953844,0
-2.0798527906348103,9.687227559840203,0
-3.836799591859984,7.578838179301517,0
-2.702740477051961,9.499147156375768,0
-2.552188869984692,10.891858515175128,0
-6.398718431135637,7.7850209585971735,0
-2.8036633622561946,8.109802730969335,0
-2.111681505368473,10.184940280745153,0
-3.9387618196959284,9.802150458558916,0
-4.246898832849539,7.325329598946455,0
-2.2703259883645863,8.294025875607767,0
-2.7728038884577644,9.442821214012417,0
-2.0968556755705965,6.898637941763041,0
-1.82412901022095,10.376964896415041,0
-1.4107150818102612,9.408787459789943,0
-3.4365878804978363,8.73010380011031,0
-1.6908540574987936,8.641966020286175,0
-0.6059774436783278,7.528907529606103,0
-0.39065253471543393,9.500264181351469,0
-1.3390539429514488,8.837817270395755,0
-3.6870080043102913,9.568810297314247,0
-2.236245701527795,10.582857433337235,0
-2.404741141166945,8.65547730763928,0
0.2683926569554602,6.773567897088224,0
-0.550304058334788,7.298116474645562,0
-2.7901816727207533,8.733321779859304,0
-2.12019800006662,8.8581144629571,0
-2.4254351210647274,8.55190981196421,0
-2.5238937504690475,7.937580882415324,0
-3.2312455577280264,11.237019949609046,0
-3.794268620726085,9.593253026490144,0
-2.8122794047245425,7.5169463098405025,0
-2.1538532905752588,9.327552454814189,0
-0.988904244028803,8.165082769455784,0
-2.7400307807900974,9.376142938998656,0
0.03738981336240954,10.253244440859698,0
-3.495862097732468,9.306710781988617,0
-1.976614309277276,9.943846992313526,0
-3.525350084734836,7.196469458575284,0
-3.0744435897947375,9.292746053027486,0
-1.9032128882762016,10.053192361202466,0
-3.325227288946939,9.292990564791525,0
-1.612445296904836,9.746730446718479,0
-4.207642513513247,8.50951174087989,0
-1.9413124735644964,8.926891433010073,0
-2.7704150669254144,10.332818350582949,0
-2.1771686638567274,10.00690602704155,0
-1.8859818059633433,10.853572823801414,0
-2.3990846912101476,6.629203430677251,0
-2.197338269954642,9.952473574331094,0
-2.075234392995589,8.240142422672172,0
-1.5341666361797126,10.641774162483308,0
-4.332441582197566,8.43320524075882,0
-1.8049691104924257,11.642832879170296,0
-3.072566886174693,9.66535818050148,0
-1.3643955068609075,9.79595562976528,0
-2.392704563835102,10.17666011683779,0
-2.9204550428848735,8.05155340513238,0
-1.4296777725328493,9.383045553250252,0
-3.9935384761064485,7.42973819249719,0
-0.2702682096790423,9.582885633292467,0
-1.5221437285289234,7.5492737482330945,0
-1.5227254310593623,11.290437707383058,0
-2.493595352799262,10.758527020787103,0
-3.503991636159237,8.342068879961959,0
-5.652891747960443,10.00056913344859,0
-1.8911403994854927,13.637563916983986,0
-7.1010823708196815,4.593569882676011,1
-7.864849045773633,2.405945087990423,1
-8.1628984348205,4.172189261340019,1
-7.633575196166935,3.242348963823771,1
-9.388362476680314,3.150750081951511,1
-6.23344951630026,3.399317005728866,1
-5.022477093606096,1.7023919233589997,1
-8.513717217647052,4.016112947104779,1
-5.3767451273240106,1.439199599608362,1
-7.828485345815942,2.8480591666918125,1
