x0,x1,alvos
-1.2932650403099062,-8.625962891730918,0
-2.7366340400789415,-8.004159902948684,0
-0.2955802070174136,-9.20405811459308,0
1.5911895074479516,-8.53497865825572,0
-3.5520810639399976,-9.113047945451715,0
-2.0585112119273545,-9.206253402056218,0
-2.0239665960593034,-8.196401586124196,0
0.44623090475727345,-8.40386914336722,0
-3.183293942245676,-8.683507027089323,0
-3.3632864271262415,-8.436676434156855,0
-0.9259832851669425,-9.43654948236176,0
-2.685451918239361,-8.069423823553002,0
-2.399425958721182,-9.105229989729274,0
5.983634696855508,-3.7972290891819798,1
0.36648744697234736,-9.41928147648623,0
6.9088962275413826,-3.783620963484963,1
-3.434349944685254,-9.820689698390616,0
-2.7703616489104332,-11.32973232965468,0
-2.588635194508823,-9.079072795198437,0
-2.1498889813190356,-7.15092810221072,0
-2.020153281607533,-7.571046136693258,0
5.2594924188825045,-4.58404419574775,1
-4.727254027947355,-8.908402481262943,0
4.045215908738744,-4.557420417613163,1
6.122607283649298,-3.1782053479407475,1
6.182120159570486,-5.07573610213819,1
-1.938532002686884,-8.021953319100273,0
-1.3143853953696816,-9.909702660972032,0
-2.0452685582425905,-10.167662805084946,0
-1.5423059007859152,-9.272176822423946,0
7.108291307678683,-4.54700226827607,1
-2.617730333763538,-9.245188398661796,0
6.926960129696412,-4.028774126609306,1
5.8923962966936045,-2.9363480539253866,1
-1.2999831815476375,-8.072670487573559,0
5.620412421796695,-2.2983423579813316,1
5.755865187541435,-2.7629190675891513,1
-0.2165236955838996,-8.719254311403445,0
6.666724563524545,-4.720340597716878,1
6.342656152239495,-4.165756251115961,1
-2.2844449397266176,-8.399235703334629,0
-0.8329896614197363,-9.273304019635143,0
-0.8991767586865532,-9.426395937324338,0
4.23944795140846,-3.3677297819078214,1
-2.296199603103221,-10.23241981269756,0
6.184638726860397,-5.3991587646732295,1
6.258926508610868,-4.2255567960660505,1
6.9800005657104185,-3.5885004214336274,1
6.260679923118332,-4.8572757069816195,1
2.9067530692140693,-3.5614250562391274,1
6.3674471168361375,-6.082248860055831,1
6.607346791222528,-5.014992563119002,1
5.8390995192941535,-4.335273337930249,1
4.268298984937841,-5.926837618020465,1
6.414957516275332,-4.548177640287943,1
4.7573178153375775,-7.32117480836097,1
-0.8153568422278132,-8.588685861520693,0
4.794398275222539,-3.899587772429451,1
-1.792186338048492,-8.634725781420828,0
-1.540622993057102,-7.702700975821883,0
5.071907077911223,-2.2720540685245014,1
5.155630265620053,-4.375788954003733,1
5.115086144477839,-4.126105426612595,1
5.953307256367364,-2.809231556132979,1
4.663661999445092,-3.8434432196435084,1
-3.2254993457520245,-7.52127041108625,0
4.954960112708712,-5.638366697666907,1
-2.103194699007498,-10.287564635749247,0
-2.7065191990748967,-9.95173568401374,0
-0.9883892163373271,-8.124270465079924,0
4.875447854706087,-5.059131580522403,1
7.666555834315766,-4.657065928837657,1
5.930843044117359,-5.081653689705236,1
6.2279569825625085,-3.4310714435982748,1
5.170156689712399,-4.054492813591544,1
6.748910022729009,-3.833157459477899,1
6.645345752135881,-4.150396346373435,1
-2.365040415120544,-10.127382429081829,0
5.989481576057559,-5.2366754860262805,1
-1.9108162198652032,-9.028942492648824,0
4.138644561931337,-5.129430657707821,1
6.713884669942689,-4.058758918915371,1
-2.172976609266418,-8.088353491026249,0
5.7506450377153175,-2.542124541809117,1
4.72855724121108,-5.730640737171808,1
-1.8185477861137977,-9.213078774506396,0
-2.3542544108174623,-8.756541081301425,0
-3.7963284139466293,-9.532524656810008,0
5.229542835566732,-4.466412372738061,1
-3.4148218498388614,-9.471318307637132,0
-2.576257446081861,-7.274715050348484,0
5.769113518299244,-5.272783413313368,1
4.8887674988353345,-3.7849831768612825,1
-1.0600579052127594,-8.964149227466933,0
-3.538944086977182,-9.512313851253264,0
2.8584606725935586,-4.649082917202471,1
-1.7714607944300773,-9.398299031232384,0
6.106313433013716,-4.987069426356848,1
7.362653598533766,-1.9836772552685953,1
-3.9662049377136297,-6.984520302127781,0
