x0,x1,alvos
6.599611405097884,-2.082375719028306,1
21.617128412329166,10.232891768349907,1
-1.542722880072473,0.078620830020661,1
-5.921986819937036,16.624839810775562,1
21.704145833478236,-13.643532712239283,1
4.48774917300659,-6.047065233161739,1
12.27189294417372,7.184299694387116,1
-11.561261857032756,3.464804202096153,1
12.243269541716504,-2.6420595613584927,1
-15.36906349954257,10.491356996456755,0
11.142775786939783,7.01020041932963,1
-6.194307790731051,17.471263937949647,0
-4.962492420218108,-0.702840202786855,1
4.814019318563843,11.644295005475797,0
21.865338496320554,-4.165610819163664,1
-1.9058866296396788,18.712267889424414,1
-0.5734994505244773,-6.291955829064062,0
-14.337373545992168,3.2555324610406524,0
3.3985350169105333,10.385232377718086,0
14.8611980025355,-2.7594014267459075,1
2.185659127349412,26.53793113467815,0
10.161030769917001,-1.236594091145958,1
22.158302301969478,-4.49321659890048,1
-9.28354736759999,-3.1044916692885955,0
-9.222937808833858,6.540587121388604,0
8.190434261397929,8.170242111375426,1
-1.1237502162432942,12.096825166029015,0
-8.775223961742647,6.437793998552917,0
-7.92457362550042,13.907696438925264,0
9.207002921773437,11.057694805385523,1
-9.773390227222437,-2.2841434824840103,0
3.7697976485732405,5.186863460732264,1
16.249027698588435,9.647336292622388,1
6.759567009006482,2.448827581384638,0
0.8644239099126336,10.68477445967966,1
5.004453555458611,-3.2396330969058047,1
-6.747279253189061,13.120425593105171,0
-7.515080891404006,-1.900702898989279,1
4.681828433973567,2.3490144340586685,1
-16.30854028315701,4.51598589427054,0
11.618443929993527,3.439905729847546,1
-0.6895181462197149,19.471428162457748,0
-9.625313060056936,2.4878038484748153,0
-0.838288863014707,-6.663074862839883,0
-0.5052548202857379,11.785871804174127,0
-6.944795895750492,-9.28654051107171,1
5.198295516148253,-1.1093390909533496,1
17.699169267681185,-9.46796133974433,1
-6.34259152581507,7.529014314887784,0
7.127139361012138,13.776019419537148,1
5.197811410901824,12.316533543690309,0
7.373926642445377,16.982536397667822,1
2.1177248791053365,8.044923447886871,1
5.415846556169847,6.734425887436041,1
7.233209656135639,0.9320252489992553,1
12.58028958663149,10.410908630853033,0
-4.296899905659558,14.726290080935058,0
-10.306650984871322,15.310962958137939,0
-11.359877415100975,-0.5553668644470449,0
4.06728365690317,24.1886299894299,0
-2.043527875484751,-0.12947625444666322,0
4.491773748288982,-0.3360994274203746,1
-1.7751114107687318,-6.886265188608821,0
8.760260326676484,32.795021609178505,1
-7.949395395680677,10.87231570548635,0
-9.864591496923175,21.413761368338637,0
3.4255980759434346,6.679707335817344,1
14.075399801998397,-1.7802355328969064,1
4.472666084514916,2.911788750410988,1
-0.14023540653614175,11.102728305637436,0
5.1541189889918035,-6.648788539493717,1
-9.065197396498919,12.804148677264035,1
-2.7868917806946967,-0.3351381727579348,0
1.1195229426522313,3.0190943022294627,1
-17.859367345445083,8.802175124604586,0
-11.717146242431173,12.019870274963697,0
-5.250913755266906,2.5960679744253703,0
18.763512758476878,5.213023371628376,1
-6.264992710532367,13.354766476886038,0
-0.6544128819190025,8.792636362310525,1
13.904765824228644,8.306471235644219,1
2.898429210410339,10.763384499838253,1
-4.266572725752845,11.871186700292293,0
-12.404803310077405,-1.549366776475889,0
-0.7964476700111185,-0.9516241014975826,0
1.2767033735356086,8.431654826943339,0
0.38196722101456126,21.318578659926075,0
-3.0852785956954207,17.042549311334515,0
-1.0825508378516444,7.409951675418139,1
-6.216539165552448,5.288448099636266,0
-1.1076749337913867,0.265592470245954,1
-3.7994833163808233,12.24669298271463,0
-4.382424620839438,7.141190472604877,0
10.12996035922421,-10.928557285576481,1
-12.03962560067394,14.26671499726896,0
-3.126011298365584,11.743501926731472,0
-0.07503921932559088,8.769986460108928,1
-4.472302551075714,2.984396813338405,0
5.246315301777912,-3.4441240081561615,1
-0.44879449727063525,8.418718802068984,0
