x0,x1,x2,x3,x4,alvos
-4.8729091677734715,-1.4916257234455124,1.9099553245424987,6.973295336525414,4.785602106803306 ,1
-1.6211372607905001,-8.320720595258358,5.858837602832176,-4.4137659046974225,-2.5839036216740503 ,0
0.6620417653716233,-8.110084919084612,4.567725055083584,-5.896415321444694,-2.103499800487909 ,0
-3.8671706983276453,-0.2562471337940967,1.4295660732211848,4.78284422473402,3.992999580772973 ,1
-2.3874141525625996,-9.105195266287778,5.8390995192941535,-4.335273337930249,-0.2234287748411814 ,0
-1.206533037946663,-10.140189291805983,5.80207450853163,-3.6981273097379455,0.563312585503225 ,0
-4.290510372321481,-0.5611922211017959,3.2850100750966824,7.03228378089388,4.867849666563512 ,1
-3.4640430727575415,-0.6591075536320306,1.003211885178835,7.483826199725503,3.715737796375866 ,1
-4.319778402585194,-0.42433070315754773,2.4161260601804324,6.844269550261001,2.55677286791679 ,1
-3.6680513781891912,0.5782277844127762,1.782668560875983,5.455897554958781,4.929037666448165 ,1
-1.637087267720802,-10.317000499511854,5.217220696994434,-4.179097660248883,-1.498608094124162 ,0
-2.2018878269518405,1.5595234192713014,3.0558865135890163,4.439993522472278,3.5452450523240864 ,1
-1.8478434698300865,-9.911566306863085,6.414957516275332,-4.548177640287943,0.4551232497664577 ,0
-5.544820617934449,0.908448235486125,1.9569277507251988,4.99643403708834,3.229589748116677 ,1
-3.139120380681139,-0.5055922686539003,3.0226712489872134,6.337977365188784,4.67007046192765 ,1
-2.3276503687732637,-9.08823345768293,5.795960087870562,-4.069874909085683,1.2979595392532328 ,0
-1.5795431323623954,-8.883689789385242,6.411800302484209,-4.431603461878108,-0.2967106490159752 ,0
-2.1064522155279435,-8.447871840869517,6.657995453347544,-5.556514002043636,-1.159813935456697 ,0
-2.721793791889016,-8.540769463848555,6.846388506007389,-3.796636871385628,-0.1701634000397697 ,0
-2.684601173273555,1.3407842479826075,3.2404872970575602,5.932410694491968,3.033508463876049 ,1
-3.7532505371823337,1.2725512863213846,3.3999514848350962,5.36535968554066,4.929378848173661 ,1
-4.396878028178335,0.6280200082350639,3.1899216499185026,5.8884546821181045,3.8131306780032315 ,1
0.29268850994747053,-9.156885175612802,4.484299737015142,-4.336288261466879,0.26510571498018476 ,0
-1.598601837835958,-9.999714748052762,6.181150634304628,-3.918280420934421,-1.7261613827983429 ,0
-2.2123832745533125,-8.679742050642346,6.227364764766157,-5.267276038610559,-4.060266764802465 ,0
-1.692697744927723,-8.907511559956419,7.261674786358985,-3.8424736943776505,-1.8148280585796857 ,0
-1.478161722642958,-9.868978472275314,6.125006081518686,-4.89284716404848,-1.2397066650251707 ,0
-4.6911447028937365,0.9694956867434572,3.443662566092727,6.397814392652652,4.061311847430355 ,1
-1.377346311042477,-8.912731709782536,7.48246931213902,-4.909507709470297,-0.86519738305409 ,0
-1.187560889069915,-7.7329194296667225,5.446687624582304,-5.061149125224504,-1.1987115056454394 ,0
-4.039139539659922,-0.09795652742761896,2.339645479464325,4.696645466878495,3.0629282895594443 ,1
-1.6737103648865688,-8.10647766458128,5.69922752003092,-3.4175475335954104,-1.1912171496600972 ,0
-4.2667836588581185,-1.6557664112587829,2.6838001582903432,5.500325259086559,1.9944158700558579 ,1
-3.3766586738004714,0.4019475190367299,2.0829336526523985,5.5831726165571,4.196238942739208 ,1
-1.938532002686884,-8.021953319100273,4.931505069889971,-3.430640930003286,-0.29123589862576815 ,0
-2.8788216673922795,0.28348232202710477,1.9458343049750484,7.068118422822557,6.1667297157605 ,1
-4.519202774219879,0.06843502839565746,3.1641985286897,5.710309765527283,6.699342687471694 ,1
